Consumption,Wind,Hydroelectric,Solar,Hour,Weekday
5474,245,1827,73,7,Saturday
5916,196,1887,275,8,Saturday
6141,251,2002,460,9,Saturday
6235,272,1999,554,10,Saturday
6205,367,2166,615,11,Saturday
6165,557,2034,655,12,Saturday
6161,525,2054,634,13,Saturday
5980,442,2011,647,14,Saturday
5983,342,2065,535,15,Saturday
6006,238,2093,443,16,Saturday
5971,163,2157,299,17,Saturday
6025,154,2266,177,18,Saturday
6079,291,2277,54,19,Saturday
6283,412,2251,0,20,Saturday
6606,533,2109,0,21,Saturday
6125,566,1978,0,22,Saturday
5725,516,2022,0,23,Saturday
5334,571,1952,0,0,Sunday
5040,735,1781,0,1,Sunday
4912,844,1801,0,2,Sunday
4818,1017,1769,0,3,Sunday
4727,965,1804,0,4,Sunday
4757,827,1799,0,5,Sunday
4723,787,1899,6,6,Sunday
4893,640,2015,54,7,Sunday
5133,459,2021,189,8,Sunday
5339,258,2065,316,9,Sunday
5399,136,1972,444,10,Sunday
5450,71,1964,561,11,Sunday
5501,67,1821,628,12,Sunday
5399,97,1833,618,13,Sunday
5318,71,1854,631,14,Sunday
5235,93,1833,615,15,Sunday
5290,146,1880,497,16,Sunday
5406,262,1951,329,17,Sunday
5515,298,2240,165,18,Sunday
5662,441,2211,46,19,Sunday
5862,609,2207,3,20,Sunday
6263,775,2150,0,21,Sunday
5990,827,2109,0,22,Sunday
5509,860,1861,0,23,Sunday
5010,728,1731,0,0,Monday
4899,588,1832,0,1,Monday
4718,508,1803,0,2,Monday
4651,453,1808,0,3,Monday
4782,437,1779,0,4,Monday
4892,353,1761,0,5,Monday
5415,281,1745,12,6,Monday
6275,174,2271,92,7,Monday
6653,108,2283,252,8,Monday
6709,110,2295,408,9,Monday
6758,122,2287,581,10,Monday
6662,93,2294,679,11,Monday
6691,36,2323,736,12,Monday
6822,47,2306,734,13,Monday
6690,87,2288,692,14,Monday
6619,194,2285,668,15,Monday
6569,278,2272,529,16,Monday
6597,327,2262,382,17,Monday
6533,349,2287,246,18,Monday
6679,355,2262,60,19,Monday
6814,418,2277,3,20,Monday
7113,409,2286,0,21,Monday
6550,383,2309,0,22,Monday
6054,359,1883,0,23,Monday
5541,398,1788,0,0,Tuesday
5351,430,1811,0,1,Tuesday
5240,474,1819,0,2,Tuesday
5162,477,1786,0,3,Tuesday
5129,395,1794,0,4,Tuesday
5103,322,1809,0,5,Tuesday
5433,369,1783,8,6,Tuesday
6199,232,2235,80,7,Tuesday
6578,54,2306,272,8,Tuesday
6923,83,2277,446,9,Tuesday
6923,83,2277,446,10,Tuesday
6934,95,2269,548,11,Tuesday
6946,107,2262,651,12,Tuesday
6995,55,2265,631,13,Tuesday
6979,78,2301,553,14,Tuesday
6868,168,2289,498,15,Tuesday
6850,193,2293,372,16,Tuesday
6737,96,2369,247,17,Tuesday
6781,52,2419,104,18,Tuesday
6811,87,2422,44,19,Tuesday
6906,171,2442,9,20,Tuesday
7007,373,2359,0,21,Tuesday
6427,716,2178,0,22,Tuesday
5894,867,1801,0,23,Tuesday
5514,865,1817,0,0,Wednesday
5321,889,1840,0,1,Wednesday
5171,1105,1776,0,2,Wednesday
5177,1230,1764,0,3,Wednesday
5223,1640,1758,0,4,Wednesday
5229,2025,1726,0,5,Wednesday
5556,2197,1959,4,6,Wednesday
6272,2398,2333,37,7,Wednesday
6639,2438,2397,122,8,Wednesday
6806,2398,2380,226,9,Wednesday
6810,2358,2327,335,10,Wednesday
6605,2449,2175,438,11,Wednesday
6633,2507,2234,507,12,Wednesday
6537,2558,2215,558,13,Wednesday
6536,2602,2276,537,14,Wednesday
6361,2643,2239,559,15,Wednesday
6270,2654,2229,489,16,Wednesday
6304,2606,2319,419,17,Wednesday
6284,2583,2360,254,18,Wednesday
6458,2394,2464,79,19,Wednesday
6671,1934,2543,7,20,Wednesday
6875,1228,2644,0,21,Wednesday
6437,1293,2466,0,22,Wednesday
5843,1198,2041,0,23,Wednesday
5512,920,1994,0,0,Thursday
5292,824,1829,0,1,Thursday
5139,825,1817,0,2,Thursday
5207,777,1806,0,3,Thursday
5213,714,1960,0,4,Thursday
5182,832,2035,0,5,Thursday
5643,1025,2022,13,6,Thursday
6338,811,2546,118,7,Thursday
6606,870,2540,295,8,Thursday
6738,1231,2347,469,9,Thursday
6708,1720,2262,618,10,Thursday
6571,1837,2049,726,11,Thursday
6525,1786,1986,807,12,Thursday
6639,1533,2059,834,13,Thursday
6480,1193,2258,796,14,Thursday
6513,945,2315,731,15,Thursday
6489,862,2292,616,16,Thursday
6426,788,2318,462,17,Thursday
6421,714,2454,260,18,Thursday
6580,443,2582,82,19,Thursday
6739,218,2572,4,20,Thursday
7028,165,2544,0,21,Thursday
6560,103,2546,0,22,Thursday
5976,131,2330,0,23,Thursday
5492,284,2024,0,0,Friday
5379,410,1791,0,1,Friday
5241,594,1775,0,2,Friday
5165,608,1801,0,3,Friday
5194,597,1818,0,4,Friday
5295,404,1884,0,5,Friday
5625,291,1904,17,6,Friday
6351,289,2571,106,7,Friday
6612,118,2601,290,8,Friday
6771,39,2485,502,9,Friday
6733,20,2227,665,10,Friday
6703,20,2238,740,11,Friday
6733,53,2250,798,12,Friday
6788,62,2249,805,13,Friday
6712,126,2292,792,14,Friday
6620,201,2479,722,15,Friday
6601,283,2556,597,16,Friday
6737,419,2604,411,17,Friday
6712,610,2614,202,18,Friday
6715,692,2963,61,19,Friday
6806,891,2953,15,20,Friday
7026,1165,2884,4,21,Friday
6602,1237,2708,1,22,Friday
6037,1112,2370,0,23,Friday
5544,1036,2077,0,0,Saturday
5372,1061,1761,0,1,Saturday
5182,1164,1833,0,2,Saturday
5092,1094,1857,0,3,Saturday
5025,1042,1823,0,4,Saturday
4939,868,1818,0,5,Saturday
5019,724,1911,8,6,Saturday
5312,613,2038,79,7,Saturday
5567,323,2072,249,8,Saturday
5756,165,2068,450,9,Saturday
5845,232,1884,611,10,Saturday
5812,411,1813,693,11,Saturday
5802,752,1803,719,12,Saturday
5744,1063,1766,742,13,Saturday
5628,1114,1667,708,14,Saturday
5643,1155,1683,640,15,Saturday
5699,1248,1817,518,16,Saturday
5742,1176,1962,367,17,Saturday
5848,1055,1973,189,18,Saturday
5837,971,2257,64,19,Saturday
5961,1070,2134,14,20,Saturday
6226,1165,2128,0,21,Saturday
5931,1100,2103,0,22,Saturday
5459,984,2027,0,23,Saturday
5193,967,1940,0,0,Sunday
4988,1038,1805,0,1,Sunday
4798,1164,1772,0,2,Sunday
4789,1683,1572,0,3,Sunday
4714,1893,1306,0,4,Sunday
4582,1825,1525,0,5,Sunday
4630,1618,1538,15,6,Sunday
4761,1153,1440,84,7,Sunday
5053,942,1752,233,8,Sunday
5156,839,1647,380,9,Sunday
5242,419,1785,556,10,Sunday
5271,173,1820,634,11,Sunday
5287,147,1794,677,12,Sunday
5311,282,1817,668,13,Sunday
5209,429,1797,581,14,Sunday
5176,336,1823,556,15,Sunday
5279,353,1909,484,16,Sunday
5351,383,2068,340,17,Sunday
5408,488,1890,202,18,Sunday
5509,664,1907,77,19,Sunday
5771,657,2041,14,20,Sunday
6024,652,2103,0,21,Sunday
5698,702,1732,0,22,Sunday
5223,640,1743,0,23,Sunday
4948,894,1700,0,0,Monday
4760,1031,1675,0,1,Monday
4694,953,1729,0,2,Monday
4668,696,1801,0,3,Monday
4690,456,1822,0,4,Monday
4802,279,1826,0,5,Monday
5265,196,1792,18,6,Monday
6194,128,2299,87,7,Monday
6563,76,2379,216,8,Monday
6793,49,2411,373,9,Monday
6843,70,2459,511,10,Monday
6815,88,2394,600,11,Monday
6745,88,2354,662,12,Monday
6819,139,2333,720,13,Monday
6707,271,2296,664,14,Monday
6572,314,2242,572,15,Monday
6518,423,2216,468,16,Monday
6541,479,2245,319,17,Monday
6557,421,2240,188,18,Monday
6582,356,2255,69,19,Monday
6706,237,2253,12,20,Monday
6925,204,2292,0,21,Monday
6458,188,2278,0,22,Monday
5760,216,1742,0,23,Monday
5497,143,1806,0,0,Tuesday
5294,100,1802,0,1,Tuesday
5196,97,1807,0,2,Tuesday
5117,118,1787,0,3,Tuesday
5160,167,1747,0,4,Tuesday
5125,156,1733,0,5,Tuesday
5456,101,1803,14,6,Tuesday
6335,42,2255,134,7,Tuesday
6668,18,2301,272,8,Tuesday
6735,15,2393,436,9,Tuesday
6814,18,2362,521,10,Tuesday
6673,22,2387,508,11,Tuesday
6700,32,2436,533,12,Tuesday
6756,127,2457,512,13,Tuesday
6668,313,2322,467,14,Tuesday
6597,440,2317,426,15,Tuesday
6560,646,2235,317,16,Tuesday
6516,806,2188,267,17,Tuesday
6443,698,2219,159,18,Tuesday
6501,709,2281,52,19,Tuesday
6702,848,2242,5,20,Tuesday
6954,980,2269,0,21,Tuesday
6523,1004,2215,0,22,Tuesday
5987,1015,1805,0,23,Tuesday
5478,870,1769,0,0,Wednesday
5280,673,1764,0,1,Wednesday
5200,531,1787,0,2,Wednesday
5137,441,1784,0,3,Wednesday
5140,394,1795,0,4,Wednesday
5254,367,1785,0,5,Wednesday
5603,349,1796,15,6,Wednesday
6273,322,2252,106,7,Wednesday
6628,233,2380,253,8,Wednesday
6770,275,2376,414,9,Wednesday
6788,542,2225,550,10,Wednesday
6782,877,2201,671,11,Wednesday
6832,1121,2284,695,12,Wednesday
6797,1363,2280,680,13,Wednesday
6723,1423,2368,687,14,Wednesday
6627,1554,2374,614,15,Wednesday
6612,1577,2358,539,16,Wednesday
6677,1547,2432,413,17,Wednesday
6608,1756,2371,223,18,Wednesday
6792,1447,2618,62,19,Wednesday
6804,1370,2849,5,20,Wednesday
7111,1566,2615,0,21,Wednesday
6712,1783,2243,0,22,Wednesday
6061,1776,1738,0,23,Wednesday
5565,1612,1791,0,0,Thursday
5287,1617,1770,0,1,Thursday
5178,1610,1760,0,2,Thursday
5141,1532,1775,0,3,Thursday
5157,1422,1783,0,4,Thursday
5150,1417,1752,0,5,Thursday
5504,1023,1783,10,6,Thursday
6223,385,2438,95,7,Thursday
6613,241,2371,239,8,Thursday
6844,234,2282,387,9,Thursday
6816,113,2243,523,10,Thursday
6714,443,2094,641,11,Thursday
6743,570,2176,722,12,Thursday
6840,708,2182,701,13,Thursday
6753,332,2359,685,14,Thursday
6697,148,2507,615,15,Thursday
6662,126,2401,551,16,Thursday
6633,145,2329,392,17,Thursday
6616,150,2193,236,18,Thursday
6712,195,2228,74,19,Thursday
6826,144,2223,3,20,Thursday
6987,168,2233,0,21,Thursday
6665,139,2267,0,22,Thursday
6029,131,1821,0,23,Thursday
5651,102,1843,0,0,Friday
5313,80,1776,0,1,Friday
5165,92,1779,0,2,Friday
5138,80,1772,0,3,Friday
5209,73,1769,0,4,Friday
5190,83,1745,0,5,Friday
5531,116,1739,21,6,Friday
6295,78,2198,122,7,Friday
6783,40,2185,276,8,Friday
6843,40,2226,422,9,Friday
6866,12,2346,573,10,Friday
6871,10,2299,645,11,Friday
6807,53,2313,680,12,Friday
6865,386,2149,692,13,Friday
6755,874,2142,684,14,Friday
6661,911,2219,634,15,Friday
6638,945,2310,550,16,Friday
6597,958,2265,415,17,Friday
6626,918,2256,239,18,Friday
6626,897,2263,93,19,Friday
6664,975,2278,16,20,Friday
6812,1074,2241,0,21,Friday
6448,1057,2219,0,22,Friday
5972,1048,1771,0,23,Friday
5593,1051,1778,0,0,Saturday
5341,867,1786,0,1,Saturday
5235,537,1888,0,2,Saturday
5066,339,1870,0,3,Saturday
5107,275,1884,0,4,Saturday
5009,241,1806,1,5,Saturday
5190,314,1744,28,6,Saturday
5529,240,1735,109,7,Saturday
5915,136,1805,197,8,Saturday
6174,20,1959,300,9,Saturday
6304,3,2036,412,10,Saturday
6328,3,2046,448,11,Saturday
6321,47,2067,453,12,Saturday
6306,109,2143,465,13,Saturday
6061,186,2149,473,14,Saturday
6067,275,2151,384,15,Saturday
6039,325,2220,269,16,Saturday
6115,294,2262,154,17,Saturday
6089,355,2231,71,18,Saturday
6195,555,2079,30,19,Saturday
6268,590,2039,1,20,Saturday
6433,657,1907,0,21,Saturday
6162,353,1849,0,22,Saturday
5741,214,1922,0,23,Saturday
5318,281,1916,0,0,Sunday
5020,294,1781,0,1,Sunday
4881,330,1774,0,2,Sunday
4804,745,1682,0,3,Sunday
4678,304,1800,0,4,Sunday
4613,244,1762,0,5,Sunday
4685,161,1888,17,6,Sunday
4792,136,1959,68,7,Sunday
5144,227,1774,134,8,Sunday
5385,233,1751,230,9,Sunday
5462,210,1764,269,10,Sunday
5543,251,1761,331,11,Sunday
5511,338,1774,302,12,Sunday
5589,316,1814,327,13,Sunday
5382,304,1842,352,14,Sunday
5276,484,1750,369,15,Sunday
5371,730,1762,278,16,Sunday
5448,961,1757,223,17,Sunday
5554,1028,1760,115,18,Sunday
5678,1266,1731,30,19,Sunday
5961,2008,1591,0,20,Sunday
6019,2261,1583,0,21,Sunday
5738,1976,1654,0,22,Sunday
5353,1639,1733,0,23,Sunday
5072,1438,1758,0,0,Monday
4868,1454,1769,0,1,Monday
4819,1435,1710,0,2,Monday
4745,1342,1736,0,3,Monday
4761,797,1867,0,4,Monday
4871,640,1783,0,5,Monday
5348,758,1768,12,6,Monday
6091,512,2296,72,7,Monday
6604,284,2369,164,8,Monday
6745,185,2274,262,9,Monday
6743,158,2334,377,10,Monday
6757,187,2308,443,11,Monday
6690,314,2279,503,12,Monday
6771,134,2286,588,13,Monday
6601,97,2282,545,14,Monday
6546,144,2282,544,15,Monday
6554,174,2290,482,16,Monday
6469,132,2258,356,17,Monday
6446,109,2240,209,18,Monday
6537,113,2243,76,19,Monday
6532,148,2215,8,20,Monday
6840,206,2258,0,21,Monday
6422,241,2173,0,22,Monday
5919,259,1777,0,23,Monday
5477,218,1760,0,0,Tuesday
5253,120,1814,0,1,Tuesday
5135,52,1829,0,2,Tuesday
5046,34,1801,0,3,Tuesday
5138,67,1820,0,4,Tuesday
5095,170,1719,0,5,Tuesday
5469,230,1805,17,6,Tuesday
6307,96,2281,117,7,Tuesday
6602,3,2265,280,8,Tuesday
6809,10,2259,443,9,Tuesday
6799,45,2203,598,10,Tuesday
6736,51,2220,679,11,Tuesday
6763,62,2215,658,12,Tuesday
6849,54,2292,653,13,Tuesday
6753,51,2378,592,14,Tuesday
6693,80,2297,476,15,Tuesday
6669,93,2224,403,16,Tuesday
6565,107,2278,277,17,Tuesday
6551,123,2281,151,18,Tuesday
6516,185,2207,82,19,Tuesday
6635,247,2253,26,20,Tuesday
6781,211,2221,0,21,Tuesday
6419,180,2224,0,22,Tuesday
6012,281,1829,0,23,Tuesday
5433,385,1657,0,0,Wednesday
5254,355,1726,0,1,Wednesday
5062,265,1742,0,2,Wednesday
5068,145,1839,0,3,Wednesday
5037,131,1773,0,4,Wednesday
5017,182,1776,0,5,Wednesday
5055,183,1700,13,6,Wednesday
5559,155,2175,89,7,Wednesday
6018,63,2268,282,8,Wednesday
6272,17,2387,467,9,Wednesday
6405,-3,2386,602,10,Wednesday
6427,-4,2311,666,11,Wednesday
6467,22,2324,694,12,Wednesday
6439,44,2288,715,13,Wednesday
6385,172,2280,677,14,Wednesday
6334,263,2279,609,15,Wednesday
6373,263,2332,515,16,Wednesday
6377,172,2320,380,17,Wednesday
6367,40,2392,224,18,Wednesday
6364,39,2447,50,19,Wednesday
6379,15,2453,6,20,Wednesday
6672,9,2468,0,21,Wednesday
6333,20,2449,0,22,Wednesday
5819,24,1776,0,23,Wednesday
5364,31,1736,0,0,Thursday
5093,38,1678,0,1,Thursday
4936,19,1690,0,2,Thursday
4892,0,1696,0,3,Thursday
4884,0,1695,0,4,Thursday
4858,22,1649,0,5,Thursday
5229,42,1680,14,6,Thursday
6087,39,2117,107,7,Thursday
6428,19,2164,253,8,Thursday
6634,9,2202,438,9,Thursday
6584,-2,2165,562,10,Thursday
6626,-5,2158,670,11,Thursday
6734,12,2174,693,12,Thursday
6836,53,2168,718,13,Thursday
6791,229,2180,657,14,Thursday
6671,232,2210,578,15,Thursday
6703,94,2293,497,16,Thursday
6683,54,2311,386,17,Thursday
6668,15,2261,207,18,Thursday
6705,0,2234,63,19,Thursday
6686,-1,2198,7,20,Thursday
6837,14,2179,0,21,Thursday
6464,41,2141,0,22,Thursday
5963,61,1721,2,23,Thursday
5599,50,1744,0,0,Friday
5356,177,1731,0,1,Friday
5199,213,1756,0,2,Friday
5102,420,1739,0,3,Friday
5128,772,1690,0,4,Friday
5137,1176,1655,0,5,Friday
5489,1476,1686,10,6,Friday
6145,1355,2044,80,7,Friday
6555,1427,2102,253,8,Friday
6836,1226,2188,479,9,Friday
6910,1207,2167,613,10,Friday
6900,1422,2031,700,11,Friday
6982,1337,2163,743,12,Friday
7055,1223,2178,704,13,Friday
6944,1192,2176,661,14,Friday
6928,1123,2205,610,15,Friday
6858,999,2185,511,16,Friday
6819,889,2169,357,17,Friday
6718,646,2311,179,18,Friday
6678,433,2355,67,19,Friday
6657,437,2363,21,20,Friday
6841,537,2299,0,21,Friday
6696,755,2108,0,22,Friday
6191,931,1741,0,23,Friday
5695,1081,1721,0,0,Saturday
5396,1341,1675,0,1,Saturday
5226,1376,1690,0,2,Saturday
5121,1333,1688,0,3,Saturday
5057,1244,1688,0,4,Saturday
5011,1098,1694,0,5,Saturday
5023,954,1707,9,6,Saturday
5402,616,1719,85,7,Saturday
5894,333,1767,272,8,Saturday
6141,305,1773,392,9,Saturday
6257,332,1750,494,10,Saturday
6347,359,1736,537,11,Saturday
6391,315,1745,596,12,Saturday
6415,214,1771,578,13,Saturday
6306,126,1814,556,14,Saturday
6215,133,1725,527,15,Saturday
6233,140,1765,439,16,Saturday
6319,194,1734,321,17,Saturday
6308,184,1756,191,18,Saturday
6357,178,1786,80,19,Saturday
6400,198,1863,10,20,Saturday
6593,130,1987,0,21,Saturday
6409,173,1897,0,22,Saturday
5975,183,1790,0,23,Saturday
5451,299,1723,0,0,Sunday
5097,289,1658,0,1,Sunday
4970,291,1665,0,2,Sunday
4857,290,1641,0,3,Sunday
4869,288,1621,0,4,Sunday
4661,270,1631,0,5,Sunday
4721,293,1578,16,6,Sunday
4891,182,1680,93,7,Sunday
5150,102,1699,195,8,Sunday
5362,84,1681,385,9,Sunday
5481,149,1647,518,10,Sunday
5528,288,1665,607,11,Sunday
5626,339,1675,667,12,Sunday
5679,390,1668,695,13,Sunday
5594,449,1743,592,14,Sunday
5588,439,1731,536,15,Sunday
5635,735,1623,487,16,Sunday
5693,458,1736,297,17,Sunday
5732,342,1801,202,18,Sunday
5771,226,1866,108,19,Sunday
5872,169,1947,14,20,Sunday
6139,759,1640,0,21,Sunday
5806,901,1612,0,22,Sunday
5474,1043,1584,0,23,Sunday
5208,1108,1568,0,0,Monday
4943,1173,1553,0,1,Monday
4745,1158,1480,0,2,Monday
4758,1203,1538,0,3,Monday
4771,1249,1596,0,4,Monday
4861,1165,1580,1,5,Monday
4952,1081,1564,2,6,Monday
5905,690,2127,62,7,Monday
6588,320,2404,284,8,Monday
6668,402,2287,421,9,Monday
6748,485,2171,558,10,Monday
6789,626,2158,615,11,Monday
6830,768,2146,673,12,Monday
6915,930,2133,650,13,Monday
6815,899,2119,691,14,Monday
6743,807,2174,664,15,Monday
6670,844,2170,545,16,Monday
6638,824,2142,377,17,Monday
6610,969,2075,222,18,Monday
6581,1067,2030,90,19,Monday
6691,954,2173,12,20,Monday
6847,529,2193,0,21,Monday
6630,417,2163,0,22,Monday
6017,573,1729,0,23,Monday
5550,546,1685,0,0,Tuesday
5348,364,1729,0,1,Tuesday
5241,222,1900,0,2,Tuesday
5153,391,1865,0,3,Tuesday
5119,655,1706,0,4,Tuesday
5169,633,1710,0,5,Tuesday
5535,521,1722,11,6,Tuesday
6231,388,2131,108,7,Tuesday
6696,326,2138,266,8,Tuesday
6883,228,2151,426,9,Tuesday
6864,222,2139,566,10,Tuesday
6889,384,2156,708,11,Tuesday
6890,602,2157,701,12,Tuesday
7042,708,2188,686,13,Tuesday
7002,664,2206,632,14,Tuesday
6899,539,2242,613,15,Tuesday
6808,642,2155,514,16,Tuesday
6791,509,2205,378,17,Tuesday
6691,520,2093,243,18,Tuesday
6742,492,2107,91,19,Tuesday
6772,382,2235,6,20,Tuesday
6902,407,2175,0,21,Tuesday
6650,456,2105,0,22,Tuesday
6022,294,1721,0,23,Tuesday
5653,223,1725,0,0,Wednesday
5370,198,1690,0,1,Wednesday
5212,188,1708,0,2,Wednesday
5149,146,1704,0,3,Wednesday
5203,84,1706,0,4,Wednesday
5247,143,1689,0,5,Wednesday
5558,193,1689,14,6,Wednesday
6329,161,2139,112,7,Wednesday
6776,160,2144,276,8,Wednesday
6956,121,2154,422,9,Wednesday
7035,123,2158,561,10,Wednesday
7009,117,2195,681,11,Wednesday
7102,79,2232,682,12,Wednesday
7221,124,2217,693,13,Wednesday
7147,150,2205,643,14,Wednesday
6978,174,2192,595,15,Wednesday
6948,191,2232,430,16,Wednesday
6900,168,2298,358,17,Wednesday
6864,135,2237,228,18,Wednesday
6807,119,2236,84,19,Wednesday
6903,84,2221,6,20,Wednesday
7056,40,2208,0,21,Wednesday
6764,13,2141,0,22,Wednesday
6144,-1,1727,0,23,Wednesday
5728,-3,1727,0,0,Thursday
5377,11,1727,0,1,Thursday
5267,80,1708,0,2,Thursday
5241,71,1725,0,3,Thursday
5266,64,1699,0,4,Thursday
5228,105,1692,0,5,Thursday
5607,169,1674,19,6,Thursday
6438,130,2063,112,7,Thursday
6840,108,2144,205,8,Thursday
6980,118,2164,311,9,Thursday
7062,101,2197,449,10,Thursday
7079,189,2171,524,11,Thursday
7096,277,2146,599,12,Thursday
7204,396,2151,603,13,Thursday
7117,417,2158,563,14,Thursday
7092,430,2185,534,15,Thursday
7077,384,2223,469,16,Thursday
6968,333,2272,321,17,Thursday
6918,288,2275,199,18,Thursday
6842,241,2205,70,19,Thursday
6938,231,2212,10,20,Thursday
7022,211,2171,0,21,Thursday
6740,215,2097,0,22,Thursday
6089,149,1745,0,23,Thursday
5690,129,1746,0,0,Friday
5473,93,1726,0,1,Friday
5289,138,1715,0,2,Friday
5211,163,1720,0,3,Friday
5279,122,1721,0,4,Friday
5238,68,1724,0,5,Friday
5630,104,1752,25,6,Friday
6276,102,2170,93,7,Friday
6678,108,2141,207,8,Friday
6840,111,2111,330,9,Friday
6968,113,2103,453,10,Friday
7008,92,2163,468,11,Friday
7022,94,2155,523,12,Friday
7059,168,2172,492,13,Friday
6872,257,2117,484,14,Friday
6802,326,2074,464,15,Friday
6791,208,2216,348,16,Friday
6776,112,2294,238,17,Friday
6725,129,2286,146,18,Friday
6697,129,2218,74,19,Friday
6703,122,2177,18,20,Friday
6864,93,2217,0,21,Friday
6629,90,2183,0,22,Friday
6111,170,1709,0,23,Friday
5578,153,1671,0,0,Saturday
5328,87,1697,0,1,Saturday
5198,49,1697,0,2,Saturday
5099,50,1682,0,3,Saturday
5060,72,1693,0,4,Saturday
4987,155,1680,0,5,Saturday
5055,275,1636,11,6,Saturday
5413,260,1679,63,7,Saturday
5765,205,1725,135,8,Saturday
5908,345,1577,209,9,Saturday
6211,421,1619,265,10,Saturday
6210,532,1679,307,11,Saturday
6222,491,1700,348,12,Saturday
6158,344,1731,365,13,Saturday
5992,300,1722,354,14,Saturday
5948,284,1714,330,15,Saturday
5913,228,1707,330,16,Saturday
5954,278,1707,255,17,Saturday
5996,247,1709,172,18,Saturday
5999,210,1699,82,19,Saturday
6134,182,1713,16,20,Saturday
6281,273,1672,4,21,Saturday
6153,367,1677,0,22,Saturday
5656,402,1633,0,23,Saturday
5241,479,1647,0,0,Sunday
4938,641,1587,0,1,Sunday
4758,892,1567,0,2,Sunday
4695,917,1632,0,3,Sunday
4685,914,1724,0,4,Sunday
4549,1294,1577,0,5,Sunday
4594,1318,1521,12,6,Sunday
4733,1286,1639,77,7,Sunday
5006,1261,1695,166,8,Sunday
5148,1295,1675,260,9,Sunday
5222,1357,1635,393,10,Sunday
5290,1555,1608,461,11,Sunday
5281,1431,1539,573,12,Sunday
5271,1620,1212,582,13,Sunday
5285,1149,1559,572,14,Sunday
5303,1536,1302,398,15,Sunday
5252,1718,990,290,16,Sunday
5332,1628,1187,202,17,Sunday
5332,1882,1438,159,18,Sunday
5425,2127,1327,60,19,Sunday
5479,2088,1452,12,20,Sunday
5700,2261,1361,0,21,Sunday
5575,2373,1303,0,22,Sunday
5317,2411,1394,0,23,Sunday
4948,2410,1299,0,0,Monday
4779,2340,1437,0,1,Monday
4658,2323,1406,0,2,Monday
4586,2328,1442,0,3,Monday
4552,2316,1444,0,4,Monday
4467,2209,1456,0,5,Monday
4572,2063,1406,18,6,Monday
5029,1779,2040,106,7,Monday
5284,1459,2030,242,8,Monday
5458,1119,2175,403,9,Monday
5544,882,2080,594,10,Monday
5591,931,1965,706,11,Monday
5642,977,2002,720,12,Monday
5619,828,2087,727,13,Monday
5616,657,2102,654,14,Monday
5582,688,1939,532,15,Monday
5688,659,2108,405,16,Monday
5752,437,2083,297,17,Monday
5809,224,2144,198,18,Monday
5812,118,2090,75,19,Monday
5916,160,2077,10,20,Monday
6108,172,2093,0,21,Monday
5957,345,2021,0,22,Monday
5426,413,1672,0,23,Monday
5079,415,1651,0,0,Tuesday
4852,488,1610,0,1,Tuesday
4711,461,1631,0,2,Tuesday
4639,512,1536,0,3,Tuesday
4704,498,1599,0,4,Tuesday
4738,529,1593,0,5,Tuesday
5340,560,1621,20,6,Tuesday
6194,501,2158,116,7,Tuesday
6619,519,2125,250,8,Tuesday
6781,699,1970,406,9,Tuesday
6819,855,2105,545,10,Tuesday
6926,890,2166,621,11,Tuesday
6920,973,2108,641,12,Tuesday
7025,1142,1954,715,13,Tuesday
6905,1043,2132,633,14,Tuesday
6795,792,2182,480,15,Tuesday
6738,842,2130,394,16,Tuesday
6665,805,2112,280,17,Tuesday
6672,1034,1990,192,18,Tuesday
6623,1306,2038,95,19,Tuesday
6656,1265,2175,20,20,Tuesday
6736,1285,2133,0,21,Tuesday
6506,1437,2030,0,22,Tuesday
5909,1528,1625,0,23,Tuesday
5511,1413,1604,0,0,Wednesday
5227,1167,1634,0,1,Wednesday
5112,903,1736,0,2,Wednesday
5070,618,1822,0,3,Wednesday
5064,564,1784,0,4,Wednesday
5117,664,1697,0,5,Wednesday
5446,759,1605,25,6,Wednesday
6243,548,2047,92,7,Wednesday
6627,352,2190,215,8,Wednesday
6794,219,2035,316,9,Wednesday
6819,111,2049,495,10,Wednesday
6810,49,2029,621,11,Wednesday
6746,38,1964,678,12,Wednesday
6806,20,2135,709,13,Wednesday
6742,16,2103,708,14,Wednesday
6704,13,2110,655,15,Wednesday
6642,21,2186,539,16,Wednesday
6617,19,2126,444,17,Wednesday
6636,72,2170,250,18,Wednesday
6639,84,2142,84,19,Wednesday
6738,107,2166,10,20,Wednesday
6859,151,2155,0,21,Wednesday
6571,172,2075,0,22,Wednesday
6099,187,1734,0,23,Wednesday
5566,179,1660,0,0,Thursday
5290,179,1655,0,1,Thursday
5192,200,1731,0,2,Thursday
5099,213,1706,0,3,Thursday
5174,225,1699,0,4,Thursday
5170,263,1666,0,5,Thursday
5581,209,1675,23,6,Thursday
6225,109,2124,106,7,Thursday
6704,17,2156,294,8,Thursday
6883,-13,2124,492,9,Thursday
6968,-18,2160,610,10,Thursday
6942,-15,2108,702,11,Thursday
7034,-2,2129,749,12,Thursday
6991,21,2110,713,13,Thursday
6888,73,2124,645,14,Thursday
6935,143,2125,644,15,Thursday
6859,219,2149,527,16,Thursday
6790,325,2083,406,17,Thursday
6765,407,2049,228,18,Thursday
6754,367,2166,68,19,Thursday
6847,412,2189,8,20,Thursday
6882,514,2163,0,21,Thursday
6700,679,2122,0,22,Thursday
6032,707,1644,0,23,Thursday
5607,681,1613,0,0,Friday
