Consumption,Wind,Hydroelectric,Solar,Hour,Weekday
6352,79,1383,0,0,Tuesday
6116,96,1112,0,1,Tuesday
5873,142,1030,0,2,Tuesday
5682,191,972,0,3,Tuesday
5557,159,960,0,4,Tuesday
5525,91,958,0,5,Tuesday
5513,98,938,0,6,Tuesday
5524,93,1187,0,7,Tuesday
5510,51,1325,8,8,Tuesday
5617,15,1398,61,9,Tuesday
5643,-5,1410,126,10,Tuesday
5737,-17,1400,182,11,Tuesday
5776,-10,1416,206,12,Tuesday
5744,15,1308,202,13,Tuesday
5710,100,1245,160,14,Tuesday
5813,193,1348,85,15,Tuesday
6009,304,1293,9,16,Tuesday
6613,510,1453,0,17,Tuesday
6718,754,1485,0,18,Tuesday
6721,916,1549,0,19,Tuesday
6632,1003,1588,0,20,Tuesday
6441,1118,1518,0,21,Tuesday
6222,1175,1389,0,22,Tuesday
5936,1175,1196,0,23,Tuesday
5647,1452,949,0,0,Wednesday
5500,1668,662,0,1,Wednesday
5385,1613,676,0,2,Wednesday
5327,1823,534,0,3,Wednesday
5362,1739,418,0,4,Wednesday
5411,1592,499,0,5,Wednesday
5510,1478,565,0,6,Wednesday
5784,1357,925,0,7,Wednesday
5999,1350,1181,7,8,Wednesday
6322,1396,1339,66,9,Wednesday
6576,1499,1342,163,10,Wednesday
6619,1426,1470,227,11,Wednesday
6595,1450,1297,244,12,Wednesday
6537,1330,1324,273,13,Wednesday
6438,947,1499,191,14,Wednesday
6523,664,1527,94,15,Wednesday
6800,594,1561,15,16,Wednesday
7301,567,1709,0,17,Wednesday
7432,454,1996,0,18,Wednesday
7388,385,1941,0,19,Wednesday
7344,317,1887,0,20,Wednesday
7054,382,1808,0,21,Wednesday
6610,476,1687,0,22,Wednesday
6265,603,1269,0,23,Wednesday
5918,730,1169,0,0,Thursday
5693,908,956,0,1,Thursday
5544,1118,885,0,2,Thursday
5539,1150,900,0,3,Thursday
5684,981,956,0,4,Thursday
5830,812,1013,0,5,Thursday
6144,769,916,0,6,Thursday
6725,635,1244,0,7,Thursday
7446,664,1599,6,8,Thursday
7780,581,1543,43,9,Thursday
7987,293,1803,103,10,Thursday
7994,188,1810,159,11,Thursday
7966,179,1853,168,12,Thursday
8025,187,1922,153,13,Thursday
7892,331,1801,114,14,Thursday
7873,470,1913,49,15,Thursday
8026,593,1909,5,16,Thursday
8474,672,2149,0,17,Thursday
8514,1351,1728,0,18,Thursday
8470,1790,1588,0,19,Thursday
8214,2153,1546,0,20,Thursday
7932,2293,1626,0,21,Thursday
7454,2379,1548,0,22,Thursday
6974,2516,1076,0,23,Thursday
6610,2620,982,0,0,Friday
6406,2637,1000,0,1,Friday
6372,2575,1055,0,2,Friday
6237,2607,940,0,3,Friday
6398,2672,1000,0,4,Friday
6530,2715,1042,0,5,Friday
6869,2704,1137,0,6,Friday
7403,2637,1244,0,7,Friday
7925,2508,1464,14,8,Friday
8258,2436,1463,73,9,Friday
8383,2422,1480,127,10,Friday
8291,2469,1419,186,11,Friday
8231,2533,1332,215,12,Friday
8229,2514,1302,199,13,Friday
8072,2257,1390,151,14,Friday
8082,1839,1433,100,15,Friday
8099,1515,1354,26,16,Friday
8664,994,1850,1,17,Friday
8729,629,1851,0,18,Friday
8619,395,1887,0,19,Friday
8343,344,1817,0,20,Friday
8010,237,1902,0,21,Friday
7417,143,1735,0,22,Friday
7065,108,1805,0,23,Friday
6720,87,1586,0,0,Saturday
6496,52,1138,0,1,Saturday
6373,58,1082,0,2,Saturday
6317,119,1028,0,3,Saturday
6398,153,1136,0,4,Saturday
6414,128,1152,0,5,Saturday
6656,137,1189,0,6,Saturday
6977,206,1134,0,7,Saturday
7362,309,1146,27,8,Saturday
7605,324,1101,149,9,Saturday
7766,316,1204,296,10,Saturday
7763,292,1277,407,11,Saturday
7778,287,1268,447,12,Saturday
7649,345,1164,416,13,Saturday
7511,569,996,325,14,Saturday
7567,601,1149,150,15,Saturday
7904,581,1258,9,16,Saturday
8408,821,1461,0,17,Saturday
8525,1377,1319,0,18,Saturday
8482,1591,1535,0,19,Saturday
8226,1666,1429,0,20,Saturday
7893,1632,1246,0,21,Saturday
7341,1650,1083,0,22,Saturday
6983,1807,1008,0,23,Saturday
6665,1864,964,0,0,Sunday
6441,1652,1011,0,1,Sunday
6297,1485,1082,0,2,Sunday
6168,1427,962,0,3,Sunday
6260,1358,910,0,4,Sunday
6244,972,1122,0,5,Sunday
6341,627,1207,0,6,Sunday
6649,504,1100,0,7,Sunday
6812,390,1149,1,8,Sunday
7087,327,1185,24,9,Sunday
7161,287,1262,71,10,Sunday
7074,385,1194,114,11,Sunday
7129,548,1160,132,12,Sunday
7211,770,1158,113,13,Sunday
6997,1109,984,75,14,Sunday
7095,1646,980,34,15,Sunday
7307,2093,1003,3,16,Sunday
7851,2368,833,0,17,Sunday
7992,2321,992,0,18,Sunday
7955,2337,1071,0,19,Sunday
7810,2263,1074,0,20,Sunday
7593,2241,1204,0,21,Sunday
7202,2208,1139,0,22,Sunday
6800,2207,985,0,23,Sunday
6512,2159,974,0,0,Monday
6270,2222,615,0,1,Monday
6172,2190,663,0,2,Monday
6228,2191,730,0,3,Monday
6280,2218,746,0,4,Monday
6588,2187,819,0,5,Monday
7054,2220,735,0,6,Monday
7723,2245,950,0,7,Monday
8410,2207,1118,2,8,Monday
8721,2283,1280,40,9,Monday
8743,2359,1240,102,10,Monday
8646,2449,1112,178,11,Monday
8583,2368,1148,213,12,Monday
8686,2337,1177,215,13,Monday
8385,2305,1147,194,14,Monday
8410,2367,1137,119,15,Monday
8382,2314,1126,30,16,Monday
8910,2309,1328,0,17,Monday
8992,2399,1317,0,18,Monday
8975,2422,1417,0,19,Monday
8795,2519,1277,0,20,Monday
8501,2439,1277,0,21,Monday
7859,2349,922,0,22,Monday
7369,2200,731,0,23,Monday
7106,1988,976,0,0,Tuesday
6951,1987,907,0,1,Tuesday
6890,1848,851,0,2,Tuesday
6839,1573,902,0,3,Tuesday
6890,1296,982,0,4,Tuesday
7084,1170,1006,0,5,Tuesday
7588,1005,1126,0,6,Tuesday
8433,1183,1320,0,7,Tuesday
9170,1314,1286,23,8,Tuesday
9465,950,1613,125,9,Tuesday
9422,694,1650,228,10,Tuesday
9354,554,1697,312,11,Tuesday
9131,379,1703,373,12,Tuesday
9101,296,1717,371,13,Tuesday
8873,339,1618,307,14,Tuesday
8826,405,1653,173,15,Tuesday
8933,510,1765,42,16,Tuesday
9394,651,1939,0,17,Tuesday
9437,905,1859,0,18,Tuesday
9318,969,1820,0,19,Tuesday
9123,935,1962,0,20,Tuesday
8677,870,1820,0,21,Tuesday
7939,1002,1500,0,22,Tuesday
7494,1290,1006,0,23,Tuesday
7136,1436,909,0,0,Wednesday
6999,1341,909,0,1,Wednesday
6884,1193,967,0,2,Wednesday
6898,1219,979,0,3,Wednesday
6855,1019,957,0,4,Wednesday
7064,924,972,0,5,Wednesday
7546,892,1052,0,6,Wednesday
8505,876,1537,0,7,Wednesday
8951,878,1557,13,8,Wednesday
9220,874,1516,75,9,Wednesday
9208,724,1593,188,10,Wednesday
9163,487,1739,256,11,Wednesday
9099,284,1744,276,12,Wednesday
8995,295,1709,253,13,Wednesday
8930,311,1849,159,14,Wednesday
8751,493,1597,72,15,Wednesday
8874,561,1727,10,16,Wednesday
9298,462,2066,0,17,Wednesday
9384,396,2313,0,18,Wednesday
9266,498,2209,0,19,Wednesday
8973,649,2129,0,20,Wednesday
8498,855,1860,0,21,Wednesday
7945,1139,1643,0,22,Wednesday
7566,1327,1326,0,23,Wednesday
7229,1482,1023,0,0,Thursday
6990,1720,1081,0,1,Thursday
6941,1806,973,0,2,Thursday
6886,1959,860,0,3,Thursday
6916,2115,884,0,4,Thursday
7148,1994,1104,0,5,Thursday
7651,1759,1364,0,6,Thursday
8386,1559,1513,0,7,Thursday
8897,1100,1881,0,8,Thursday
9278,881,2071,13,9,Thursday
9378,694,2182,28,10,Thursday
9195,495,2034,50,11,Thursday
9245,279,2168,66,12,Thursday
9071,342,2041,96,13,Thursday
8924,353,1815,70,14,Thursday
8856,362,1762,36,15,Thursday
8992,428,1781,3,16,Thursday
9373,493,2029,0,17,Thursday
9440,393,2020,0,18,Thursday
9354,402,1901,0,19,Thursday
9121,428,1764,0,20,Thursday
8774,395,1720,0,21,Thursday
8085,332,1639,0,22,Thursday
7405,447,1170,0,23,Thursday
7290,447,1387,0,0,Friday
7034,436,1301,0,1,Friday
7028,399,1222,0,2,Friday
6891,358,1250,0,3,Friday
7023,388,1397,0,4,Friday
7133,706,1430,0,5,Friday
7511,958,1161,0,6,Friday
8330,1394,1275,0,7,Friday
8948,1729,1264,0,8,Friday
9305,1794,1394,3,9,Friday
9337,1842,1454,9,10,Friday
9281,1936,1375,30,11,Friday
9162,1747,1397,55,12,Friday
9082,1377,1398,69,13,Friday
8905,1121,1554,65,14,Friday
8672,947,1537,41,15,Friday
8772,754,1629,6,16,Friday
9294,658,1670,0,17,Friday
9287,801,1527,0,18,Friday
9123,718,1332,0,19,Friday
8935,497,1375,0,20,Friday
8563,349,1448,0,21,Friday
7834,218,1309,0,22,Friday
7448,143,1187,0,23,Friday
7098,57,1157,0,0,Saturday
6929,69,1052,0,1,Saturday
6765,155,948,0,2,Saturday
6678,323,839,0,3,Saturday
6670,511,812,0,4,Saturday
6792,540,1061,0,5,Saturday
7007,700,983,0,6,Saturday
7440,736,968,0,7,Saturday
7878,803,982,5,8,Saturday
8290,872,1309,42,9,Saturday
8412,1173,1326,106,10,Saturday
8372,1655,935,160,11,Saturday
8305,1747,954,211,12,Saturday
8202,1704,895,240,13,Saturday
8013,1590,993,219,14,Saturday
8008,1405,1067,117,15,Saturday
8184,1259,1082,18,16,Saturday
8751,1174,1455,0,17,Saturday
8896,1125,1572,0,18,Saturday
8697,994,1392,0,19,Saturday
8443,766,1358,0,20,Saturday
8079,650,1257,0,21,Saturday
7639,427,1166,0,22,Saturday
7202,277,1063,0,23,Saturday
6806,325,954,0,0,Sunday
6598,291,1009,0,1,Sunday
6468,182,951,0,2,Sunday
6447,145,958,0,3,Sunday
6432,153,944,0,4,Sunday
6589,100,1064,0,5,Sunday
6699,154,999,0,6,Sunday
6888,159,984,0,7,Sunday
7112,162,914,9,8,Sunday
7424,144,1027,69,9,Sunday
7481,163,1080,148,10,Sunday
7424,190,1206,172,11,Sunday
7411,246,1191,268,12,Sunday
7262,286,970,228,13,Sunday
7028,352,990,157,14,Sunday
7223,386,1058,68,15,Sunday
7572,463,1138,5,16,Sunday
7784,533,1143,0,17,Sunday
8208,772,1205,0,18,Sunday
8223,739,1258,0,19,Sunday
8033,759,1219,0,20,Sunday
7707,813,1173,0,21,Sunday
7253,907,1180,0,22,Sunday
6855,1031,1019,0,23,Sunday
6637,1136,1045,0,0,Monday
6417,1236,858,0,1,Monday
6328,1250,922,0,2,Monday
6364,1218,803,0,3,Monday
6454,1222,687,0,4,Monday
6772,1434,671,0,5,Monday
7653,1668,936,0,6,Monday
8565,1803,1492,0,7,Monday
9055,1890,1409,17,8,Monday
9313,1817,1318,78,9,Monday
9256,1656,1355,122,10,Monday
9047,1458,1349,185,11,Monday
8898,1461,1205,276,12,Monday
8798,1455,1249,279,13,Monday
8681,1538,1254,237,14,Monday
8508,1884,1066,162,15,Monday
8618,2251,1132,41,16,Monday
9111,2220,1239,0,17,Monday
9164,2292,1476,0,18,Monday
9077,2102,1591,0,19,Monday
8808,1659,1569,0,20,Monday
8262,1481,1397,0,21,Monday
7648,1405,1181,0,22,Monday
7258,1288,1067,0,23,Monday
6922,1254,1087,0,0,Tuesday
6738,997,918,0,1,Tuesday
6546,860,827,0,2,Tuesday
6532,927,700,0,3,Tuesday
6669,880,846,0,4,Tuesday
6926,1016,859,0,5,Tuesday
7684,1325,971,0,6,Tuesday
8536,1644,1316,0,7,Tuesday
8980,2240,1346,12,8,Tuesday
9273,2295,1405,54,9,Tuesday
9230,2278,1327,115,10,Tuesday
8959,1989,1268,197,11,Tuesday
8804,1838,1224,260,12,Tuesday
8797,1707,1238,293,13,Tuesday
8656,1494,1176,270,14,Tuesday
8546,1219,1161,165,15,Tuesday
8683,1197,1137,44,16,Tuesday
9095,1450,1160,12,17,Tuesday
9267,1874,1278,0,18,Tuesday
9143,1969,1282,0,19,Tuesday
8926,1739,1506,0,20,Tuesday
8524,1630,1408,0,21,Tuesday
7933,1608,1249,0,22,Tuesday
7374,1439,1128,0,23,Tuesday
7038,1433,922,0,0,Wednesday
6798,1450,878,0,1,Wednesday
6755,1517,834,0,2,Wednesday
6778,1330,960,0,3,Wednesday
6776,1232,932,0,4,Wednesday
7027,1719,805,0,5,Wednesday
7724,1966,897,0,6,Wednesday
8578,2141,1407,0,7,Wednesday
8948,2187,1328,7,8,Wednesday
9211,2161,1371,46,9,Wednesday
9252,2122,1337,119,10,Wednesday
9059,2297,1200,206,11,Wednesday
8939,2296,1285,254,12,Wednesday
8814,2191,1236,279,13,Wednesday
8733,2119,1247,272,14,Wednesday
8549,2073,1193,187,15,Wednesday
8630,1893,1303,49,16,Wednesday
8949,1670,1324,0,17,Wednesday
9222,1442,1582,0,18,Wednesday
9097,1087,1644,0,19,Wednesday
8882,741,1641,0,20,Wednesday
8551,629,1703,0,21,Wednesday
7863,561,1269,0,22,Wednesday
7264,389,1165,0,23,Wednesday
6956,267,1113,0,0,Thursday
6793,141,944,0,1,Thursday
6632,81,887,0,2,Thursday
6727,96,946,0,3,Thursday
6729,73,946,0,4,Thursday
7032,75,1001,0,5,Thursday
7552,110,1190,0,6,Thursday
8362,231,1562,0,7,Thursday
8756,444,1733,38,8,Thursday
9006,629,1660,198,9,Thursday
8839,618,1296,362,10,Thursday
8694,526,1357,447,11,Thursday
8524,570,1253,507,12,Thursday
8502,712,1259,499,13,Thursday
8427,716,1144,415,14,Thursday
8365,704,1238,284,15,Thursday
8347,795,1323,104,16,Thursday
8850,1087,1317,1,17,Thursday
9103,1334,1281,0,18,Thursday
9052,1501,1246,0,19,Thursday
8945,1427,1269,0,20,Thursday
8399,1236,1224,0,21,Thursday
7653,1294,983,0,22,Thursday
7311,1346,821,0,23,Thursday
6973,1326,948,0,0,Friday
6823,1299,988,0,1,Friday
6702,1406,828,0,2,Friday
6608,1236,840,0,3,Friday
6740,1168,844,0,4,Friday
6956,1017,869,0,5,Friday
7590,876,935,0,6,Friday
8452,885,1547,0,7,Friday
8881,808,1626,43,8,Friday
8932,751,1486,221,9,Friday
8773,714,1397,375,10,Friday
8533,646,1343,488,11,Friday
8461,561,1308,515,12,Friday
8374,513,1302,480,13,Friday
8219,408,1381,381,14,Friday
8208,350,1521,214,15,Friday
8412,448,1590,38,16,Friday
8869,627,1570,0,17,Friday
8982,728,1583,0,18,Friday
8871,840,1544,0,19,Friday
8782,727,1777,0,20,Friday
8237,721,1556,0,21,Friday
7505,799,1252,0,22,Friday
7162,863,1021,0,23,Friday
6847,1016,929,0,0,Saturday
6689,1290,845,0,1,Saturday
6462,1371,785,0,2,Saturday
6536,1599,749,0,3,Saturday
6608,1884,699,0,4,Saturday
6702,1877,694,0,5,Saturday
6877,1649,781,0,6,Saturday
7402,1605,909,0,7,Saturday
7786,1383,1150,12,8,Saturday
8162,1078,1393,60,9,Saturday
8377,807,1469,118,10,Saturday
8373,662,1363,160,11,Saturday
8261,583,1302,156,12,Saturday
8196,472,1320,133,13,Saturday
7973,393,1274,120,14,Saturday
7907,398,1288,61,15,Saturday
8090,435,1279,8,16,Saturday
8542,506,1381,0,17,Saturday
8663,614,1537,0,18,Saturday
8487,752,1254,0,19,Saturday
8322,937,1154,0,20,Saturday
7890,926,1185,0,21,Saturday
7401,882,1207,0,22,Saturday
6999,953,1117,0,23,Saturday
6667,957,1001,0,0,Sunday
6446,1061,792,0,1,Sunday
6364,1064,829,0,2,Sunday
6312,1123,821,0,3,Sunday
6274,1218,792,0,4,Sunday
6399,1306,770,0,5,Sunday
6475,1299,705,0,6,Sunday
6627,1360,774,0,7,Sunday
6981,1362,916,0,8,Sunday
7258,1451,868,23,9,Sunday
7371,1436,912,54,10,Sunday
7383,1231,1013,89,11,Sunday
7501,1165,1028,99,12,Sunday
7257,1135,896,84,13,Sunday
7203,1089,920,57,14,Sunday
7220,1037,977,34,15,Sunday
7456,1040,1019,10,16,Sunday
7840,1155,1096,0,17,Sunday
8146,1088,1512,0,18,Sunday
8108,976,1546,0,19,Sunday
7928,959,1462,0,20,Sunday
7605,909,1329,0,21,Sunday
7100,851,1124,0,22,Sunday
6683,890,1011,0,23,Sunday
6420,1089,798,0,0,Monday
6258,1306,765,0,1,Monday
6197,1551,760,0,2,Monday
6160,1858,575,0,3,Monday
6271,2147,500,0,4,Monday
6489,2001,674,0,5,Monday
7177,1843,751,0,6,Monday
8195,1598,1469,0,7,Monday
8863,1342,1712,22,8,Monday
9055,1315,1699,67,9,Monday
9047,1407,1638,115,10,Monday
8915,1506,1492,156,11,Monday
8844,1323,1477,183,12,Monday
8855,1038,1586,171,13,Monday
8701,918,1700,133,14,Monday
8614,838,1609,89,15,Monday
8632,730,1554,19,16,Monday
9082,666,1807,0,17,Monday
9109,593,1862,0,18,Monday
9018,546,1688,0,19,Monday
8934,528,1742,0,20,Monday
8404,499,1653,0,21,Monday
7748,337,1508,0,22,Monday
7263,299,1354,0,23,Monday
7007,185,1471,0,0,Tuesday
6825,93,1333,0,1,Tuesday
6665,36,1104,0,2,Tuesday
6660,22,1074,0,3,Tuesday
6711,29,1003,0,4,Tuesday
6990,50,1045,0,5,Tuesday
7695,82,1211,0,6,Tuesday
8467,119,1679,0,7,Tuesday
8930,158,1891,3,8,Tuesday
9213,154,1959,38,9,Tuesday
9156,182,1913,88,10,Tuesday
8956,281,1769,122,11,Tuesday
9034,385,1631,133,12,Tuesday
9025,563,1549,133,13,Tuesday
8813,826,1438,111,14,Tuesday
8761,1057,1408,63,15,Tuesday
8760,1194,1437,14,16,Tuesday
9171,1292,1660,0,17,Tuesday
9285,1508,1655,0,18,Tuesday
9188,1712,1548,0,19,Tuesday
8908,1919,1515,0,20,Tuesday
8469,2179,1460,0,21,Tuesday
7895,2239,1349,0,22,Tuesday
7440,2206,1039,0,23,Tuesday
7076,2184,976,0,0,Wednesday
6846,2208,953,0,1,Wednesday
6768,2440,734,0,2,Wednesday
6686,2420,713,0,3,Wednesday
6805,2490,680,0,4,Wednesday
7068,2426,813,0,5,Wednesday
7657,2262,900,0,6,Wednesday
8390,2020,1469,0,7,Wednesday
8891,1639,1922,5,8,Wednesday
9185,1291,2022,44,9,Wednesday
9053,1100,1897,81,10,Wednesday
8944,903,1961,143,11,Wednesday
8840,781,1823,169,12,Wednesday
8750,595,1816,156,13,Wednesday
8562,573,1541,155,14,Wednesday
8430,486,1598,119,15,Wednesday
8535,285,1780,34,16,Wednesday
8952,150,2093,0,17,Wednesday
9066,124,2141,0,18,Wednesday
9013,114,2144,0,19,Wednesday
8883,167,2041,0,20,Wednesday
8460,247,1935,0,21,Wednesday
7751,412,1463,0,22,Wednesday
7210,573,1007,0,23,Wednesday
7017,564,1154,0,0,Thursday
6796,626,1242,0,1,Thursday
6661,672,1005,0,2,Thursday
6630,642,956,0,3,Thursday
6651,616,934,0,4,Thursday
6820,687,937,0,5,Thursday
7024,984,889,0,6,Thursday
7566,1102,1499,0,7,Thursday
8117,1091,1811,1,8,Thursday
8529,1083,1884,24,9,Thursday
8651,1056,1930,46,10,Thursday
8675,1034,1964,61,11,Thursday
8641,1158,1717,71,12,Thursday
8606,1444,1531,61,13,Thursday
8404,1729,1430,41,14,Thursday
8321,1780,1560,25,15,Thursday
8447,1999,1444,3,16,Thursday
8768,2109,1587,0,17,Thursday
8892,2152,1605,0,18,Thursday
8795,2087,1621,0,19,Thursday
8691,2006,1635,0,20,Thursday
8214,1922,1619,0,21,Thursday
7576,1899,1461,0,22,Thursday
7189,1736,1074,0,23,Thursday
6861,1658,990,0,0,Friday
6658,1805,899,0,1,Friday
6636,1813,833,0,2,Friday
6471,1755,826,0,3,Friday
6565,1618,898,0,4,Friday
6737,1427,953,0,5,Friday
7172,1208,1002,0,6,Friday
8035,1137,1511,0,7,Friday
8532,1166,1814,0,8,Friday
8888,1069,1917,12,9,Friday
9107,1022,2100,30,10,Friday
9010,1083,2023,46,11,Friday
8998,1134,1791,55,12,Friday
8957,1085,1728,60,13,Friday
8732,906,1841,43,14,Friday
8617,995,1788,28,15,Friday
8714,1325,1618,6,16,Friday
8935,1570,1784,0,17,Friday
9094,1602,1808,0,18,Friday
8926,1643,1703,0,19,Friday
8720,1644,1351,0,20,Friday
8383,1651,1399,0,21,Friday
7797,1613,1208,0,22,Friday
7314,1648,927,0,23,Friday
6940,1626,874,0,0,Saturday
6817,1627,1100,0,1,Saturday
6675,1617,964,0,2,Saturday
6671,1617,853,0,3,Saturday
6625,1582,787,0,4,Saturday
6726,1481,853,0,5,Saturday
6859,1342,924,0,6,Saturday
7311,1307,942,0,7,Saturday
7611,1346,1003,0,8,Saturday
8107,1264,1439,15,9,Saturday
8330,1189,1708,40,10,Saturday
8259,1050,1621,63,11,Saturday
8182,876,1744,69,12,Saturday
8088,704,1713,74,13,Saturday
7949,541,1626,51,14,Saturday
7849,302,1609,25,15,Saturday
7994,92,1649,3,16,Saturday
8367,67,1711,0,17,Saturday
8614,84,1855,0,18,Saturday
8456,56,1686,0,19,Saturday
8283,78,1764,0,20,Saturday
7965,145,1561,0,21,Saturday
7301,328,1346,0,22,Saturday
6911,418,1303,0,23,Saturday
6599,482,1111,0,0,Sunday
6406,543,1139,0,1,Sunday
6282,552,1143,0,2,Sunday
6216,583,1070,0,3,Sunday
6207,671,935,0,4,Sunday
6273,597,958,0,5,Sunday
6405,392,1026,0,6,Sunday
6605,229,1007,0,7,Sunday
6955,89,1149,8,8,Sunday
7188,35,1383,49,9,Sunday
7225,22,1501,134,10,Sunday
7197,-4,1523,268,11,Sunday
7116,-6,1499,336,12,Sunday
7016,7,1458,374,13,Sunday
6899,28,1267,338,14,Sunday
6784,59,1188,262,15,Sunday
7031,84,1200,96,16,Sunday
7602,130,1585,0,17,Sunday
8014,158,1784,0,18,Sunday
8011,176,1596,0,19,Sunday
7929,294,1611,0,20,Sunday
7526,450,1409,0,21,Sunday
7164,505,1513,0,22,Sunday
6724,552,1351,0,23,Sunday
6400,753,1067,0,0,Monday
6265,1129,859,0,1,Monday
6238,1399,859,0,2,Monday
6213,1476,857,0,3,Monday
6300,1252,983,0,4,Monday
6612,1260,936,0,5,Monday
7513,1243,1208,0,6,Monday
8320,1508,1408,0,7,Monday
8936,1683,1797,10,8,Monday
9252,1896,1744,64,9,Monday
9248,1858,1627,136,10,Monday
8980,2055,1423,197,11,Monday
8904,2219,1353,235,12,Monday
8810,2197,1351,218,13,Monday
8563,1912,1429,170,14,Monday
8497,1702,1478,101,15,Monday
8489,1694,1333,40,16,Monday
8880,1738,1405,0,17,Monday
9145,1835,1429,0,18,Monday
9036,1814,1504,0,19,Monday
8800,1661,1534,0,20,Monday
8373,1677,1359,0,21,Monday
7832,1717,1323,0,22,Monday
7206,1664,1095,0,23,Monday
6882,1532,1039,0,0,Tuesday
6687,1365,1053,0,1,Tuesday
6630,1166,1094,0,2,Tuesday
6605,988,1150,0,3,Tuesday
6700,920,1227,0,4,Tuesday
6956,768,1326,0,5,Tuesday
7483,680,1351,0,6,Tuesday
8298,576,1798,0,7,Tuesday
8797,513,1993,38,8,Tuesday
9073,565,2107,123,9,Tuesday
8885,564,1970,184,10,Tuesday
8817,394,1886,230,11,Tuesday
8742,364,1885,245,12,Tuesday
8647,390,1806,247,13,Tuesday
8396,649,1434,171,14,Tuesday
8361,653,1624,105,15,Tuesday
8401,748,1640,37,16,Tuesday
8785,1139,1711,1,17,Tuesday
9021,1372,1823,0,18,Tuesday
8965,1538,1773,0,19,Tuesday
8816,1493,1897,0,20,Tuesday
8439,1326,1638,0,21,Tuesday
7656,1683,1263,0,22,Tuesday
7097,1989,1058,0,23,Tuesday
6889,1843,1123,0,0,Wednesday
6737,1815,980,0,1,Wednesday
6583,1855,878,0,2,Wednesday
6592,1945,834,0,3,Wednesday
6704,1894,905,0,4,Wednesday
6786,1529,1020,0,5,Wednesday
7308,1287,953,0,6,Wednesday
8207,1319,1421,0,7,Wednesday
8790,1221,1751,11,8,Wednesday
8847,1158,1792,49,9,Wednesday
8792,988,1857,97,10,Wednesday
8675,892,1914,174,11,Wednesday
8577,903,1710,201,12,Wednesday
8489,883,1647,197,13,Wednesday
8319,860,1522,163,14,Wednesday
8196,826,1639,103,15,Wednesday
8251,880,1723,26,16,Wednesday
8674,916,1999,0,17,Wednesday
8909,1102,1805,0,18,Wednesday
8841,994,1955,0,19,Wednesday
8623,798,1972,0,20,Wednesday
8140,609,1724,0,21,Wednesday
7626,532,1676,0,22,Wednesday
7139,448,1349,0,23,Wednesday
6824,429,1399,0,0,Thursday
6657,586,1145,0,1,Thursday
6548,727,1009,0,2,Thursday
6498,647,1029,0,3,Thursday
6508,598,1156,0,4,Thursday
6848,711,1152,0,5,Thursday
7412,932,1075,0,6,Thursday
8309,1088,1489,0,7,Thursday
8731,1085,1860,7,8,Thursday
8987,1084,1922,43,9,Thursday
9045,828,2072,84,10,Thursday
8978,697,2006,145,11,Thursday
8870,666,1945,158,12,Thursday
8780,444,1919,164,13,Thursday
8600,228,1978,142,14,Thursday
8466,134,1982,82,15,Thursday
8495,128,1912,26,16,Thursday
8770,120,2143,0,17,Thursday
9044,122,2156,0,18,Thursday
8884,103,2024,0,19,Thursday
8628,84,1985,0,20,Thursday
8297,52,1810,0,21,Thursday
7676,77,1602,0,22,Thursday
7236,146,1304,0,23,Thursday
6861,204,1185,0,0,Friday
6714,219,1319,0,1,Friday
6536,275,1223,0,2,Friday
6539,373,1206,0,3,Friday
6555,625,1024,0,4,Friday
6835,821,1131,0,5,Friday
7275,838,1278,0,6,Friday
7990,886,1556,0,7,Friday
8633,849,1916,37,8,Friday
8880,1127,2014,182,9,Friday
8786,1099,2046,311,10,Friday
8617,931,2000,429,11,Friday
8549,883,1886,497,12,Friday
8362,711,1817,514,13,Friday
8209,395,1919,424,14,Friday
8114,291,1838,308,15,Friday
8191,247,1886,115,16,Friday
8659,249,2007,5,17,Friday
8908,221,2155,0,18,Friday
8834,160,2214,0,19,Friday
8718,188,2213,0,20,Friday
8278,155,1897,0,21,Friday
7644,115,1718,0,22,Friday
7034,152,1337,0,23,Friday
6710,194,1286,0,0,Saturday
6527,364,1463,0,1,Saturday
6374,545,1371,0,2,Saturday
6275,618,1410,0,3,Saturday
6326,722,1349,0,4,Saturday
6472,929,1271,0,5,Saturday
6608,1017,1317,0,6,Saturday
6938,1301,1317,0,7,Saturday
7317,1444,1363,51,8,Saturday
7530,1362,1452,151,9,Saturday
7523,1090,1527,263,10,Saturday
7414,999,1480,335,11,Saturday
7338,966,1502,369,12,Saturday
7199,845,1481,345,13,Saturday
6997,610,1628,291,14,Saturday
7043,493,1707,167,15,Saturday
7217,610,1572,47,16,Saturday
7640,773,1631,0,17,Saturday
8022,792,1697,0,18,Saturday
8001,851,1710,0,19,Saturday
7821,806,1739,0,20,Saturday
7460,683,1655,0,21,Saturday
6962,753,1579,0,22,Saturday
6609,868,1594,0,23,Saturday
6319,834,1436,0,0,Sunday
6123,612,1610,0,1,Sunday
5964,446,1681,0,2,Sunday
5918,397,1677,0,3,Sunday
5991,402,1741,0,4,Sunday
6008,395,1750,0,5,Sunday
6151,459,1701,0,6,Sunday
6327,426,1712,0,7,Sunday
6570,334,1838,21,8,Sunday
6763,311,1843,95,9,Sunday
6824,300,1756,217,10,Sunday
6797,316,1708,301,11,Sunday
6717,306,1697,318,12,Sunday
6695,208,1777,292,13,Sunday
6573,208,1796,167,14,Sunday
